Organism_Combination,Count,Year
Bacteroides fragilis group | Bifidobacterium longum | Candida albicans | Candida dubliniensis | Candida glabrata | Elizabethkingia species | Escherichia coli | Lactobacillus rhamnosus,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Enterococcus faecium | Escherichia coli | Pichia kudriavzevii,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida parapsilosis | Corynebacterium striatum | Enterococcus faecium | Staphylococcus aureus | Stenotrophomonas maltophilia,1,2018
Aeromonas species | Enterobacter cloacae complex | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae | Leuconostoc species | Stenotrophomonas maltophilia,1,2018
Citrobacter species | Streptococcus anginosus,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Candida species | Escherichia coli,1,2018
Citrobacter species | Methicillin resistant Staphylococcus aureus,1,2018
Candida albicans | Candida glabrata | Enterococcus species | Escherichia coli | Stenotrophomonas maltophilia,1,2018
Candida glabrata | Corynebacterium jeikeium,1,2018
Methicillin resistant Staphylococcus aureus | Mycobacterium abscessus | Mycobacterium species,1,2018
Bacteroides fragilis group | Bacteroides species | Escherichia coli | Gram-negative bacilli | Prevotella species,1,2018
Diphtheroids | Methicillin resistant Staphylococcus aureus | Staphylococcus aureus,1,2018
"Alpha-haemolytic streptococcus | Candida species | Diphtheroids | Enterococcus species | Escherichia coli | Klebsiella species | Neisseria species | Proteus species | Rothia mucilaginosa | Staphylococcus aureus | Staphylococcus, coagulase negative",1,2018
Candida albicans | Escherichia coli | Proteus species,1,2018
Bacteroides species | Candida lusitaniae | Citrobacter freundii | Citrobacter species | Enterococcus faecium | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus,1,2018
"Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Enterobacter species | Escherichia coli | Klebsiella pneumoniae | Pseudomonas aeruginosa | Staphylococcus, coagulase negative | Yeast",1,2018
"Candida species | Diphtheroids | Enterococcus faecium | Escherichia coli | Neisseria species | Serratia species | Staphylococcus, coagulase negative | Streptococcus, viridans group",1,2018
Bacteroides pyogenes | Enterococcus faecium | Klebsiella pneumoniae | Lactobacillus gasseri | Prevotella buccae,1,2018
"Moraxella catarrhalis | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2018
"Alpha-haemolytic streptococcus | Diphtheroids | Enterobacter species | Enterococcus species | Escherichia coli | Haemophilus parahaemolyticus | Klebsiella pneumoniae | Klebsiella species | Neisseria species | Serratia species | Staphylococcus, coagulase negative | Streptococcus, viridans group",1,2018
"Escherichia coli | Methicillin resistant Staphylococcus aureus | Streptococcus, viridans group",1,2018
"Alpha-haemolytic streptococcus | Clostridioides difficile | Diphtheroids | Enterococcus species | Escherichia coli | Klebsiella pneumoniae | Klebsiella species | Neisseria species | Proteus species | Rothia mucilaginosa | Staphylococcus, coagulase negative",1,2018
"Candida albicans | Candida parapsilosis complex | Candida tropicalis | Enterococcus faecalis | Enterococcus faecium | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus | Proteus mirabilis | Staphylococcus, coagulase negative",1,2018
"Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Proteus mirabilis | Staphylococcus, coagulase negative",1,2018
Citrobacter koseri | Corynebacterium striatum | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2018
Citrobacter koseri | Escherichia coli | Klebsiella pneumoniae,1,2018
Candida albicans | Escherichia coli | Gram-negative bacilli | Klebsiella pneumoniae | Morganella morganii | Pseudomonas aeruginosa,1,2018
Clostridioides difficile | Escherichia coli | Klebsiella species | Methicillin resistant Staphylococcus aureus,1,2018
Candida tropicalis | Escherichia coli | Mycobacterium kansasii,1,2018
Enterococcus species | Klebsiella pneumoniae | Proteus mirabilis,1,2018
Bacteroides fragilis group | Candida albicans | Enterococcus avium | Escherichia coli | Methicillin resistant Staphylococcus aureus | Morganella morganii | Streptococcus salivarius,1,2018
Escherichia coli | Gram-negative bacilli | Klebsiella pneumoniae,1,2018
Enterococcus faecium | Escherichia coli | Klebsiella species | Pseudomonas aeruginosa,1,2018
Candida albicans | Enterococcus species | Proteus mirabilis,1,2018
"Klebsiella pneumoniae | Proteus mirabilis | Staphylococcus, coagulase negative",1,2018
"Alpha-haemolytic streptococcus | Diphtheroids | Enterobacter species | Enterococcus species | Escherichia coli | Klebsiella species | Neisseria species | Proteus species | Pseudomonas species | Staphylococcus, coagulase negative | Streptococcus bovis group",1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Enterococcus faecalis | Enterococcus faecium | Escherichia coli | Methicillin resistant Staphylococcus aureus,1,2018
"Corynebacterium striatum | Escherichia coli | Streptococcus, group G",1,2018
Gram-positive cocci | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus,1,2018
Acinetobacter species | Candida albicans | Enterococcus faecium | Gram-positive cocci | Pseudomonas aeruginosa | Staphylococcus aureus,1,2018
Pseudomonas aeruginosa | Raoultella species | Staphylococcus aureus,1,2018
Anaerobic Gram-negative bacilli | Bacteroides fragilis group | Candida albicans | Enterobacter cloacae complex | Enterobacter species | Enterococcus species | Gram-negative bacilli | Klebsiella pneumoniae,1,2018
Candida parapsilosis complex | Klebsiella pneumoniae | Moraxella catarrhalis,1,2018
"Candida albicans | Diphtheroids | Staphylococcus, coagulase negative",1,2018
Enterococcus faecalis | Klebsiella species | Methicillin resistant Staphylococcus aureus | Providencia species,1,2018
"Alpha-haemolytic streptococcus | Candida albicans | Candida parapsilosis | Clostridioides difficile | Diphtheroids | Enterococcus species | Escherichia coli | Klebsiella species | Lactobacillus species | Neisseria species | Rothia mucilaginosa | Staphylococcus aureus | Staphylococcus, coagulase negative",1,2018
Candida albicans | Klebsiella pneumoniae | Klebsiella species | Micrococcus luteus | Stenotrophomonas maltophilia | Veillonella parvula,1,2018
Candida albicans | Candida species | Escherichia coli | Klebsiella aerogenes,1,2018
Acinetobacter species | Candida albicans | Diphtheroids | Enterobacter species,1,2018
"Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Candida glabrata | Coliform bacteria | Corynebacterium species | Diphtheroids | Elizabethkingia species | Enterococcus faecalis | Enterococcus species | Escherichia coli | Klebsiella pneumoniae | Klebsiella species | Methicillin resistant Staphylococcus aureus | Proteus mirabilis | Pseudomonas aeruginosa | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia | Yeast",1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Citrobacter freundii | Escherichia coli | Gram-negative bacilli | Klebsiella species | Methicillin resistant Staphylococcus aureus | Serratia species,1,2018
"Corynebacterium striatum | Klebsiella pneumoniae | Staphylococcus, coagulase negative",1,2018
Candida albicans | Mycobacterium species | Mycobacterium tuberculosis | Mycobacterium tuberculosis complex | Providencia stuartii | Pseudomonas aeruginosa | Streptococcus species,1,2018
Lactobacillus fermentum,1,2018
"Bacteroides fragilis | Corynebacterium striatum | Enterococcus faecalis | Escherichia coli | Finegoldia magna | Klebsiella oxytoca | Prevotella bivia | Pseudomonas aeruginosa | Staphylococcus aureus | Staphylococcus, coagulase negative | Streptococcus agalactiae | Streptococcus anginosus",1,2018
Escherichia coli | Haemophilus influenzae,1,2018
Aeromonas species | Candida albicans | Enterococcus faecium | Pseudomonas aeruginosa | Staphylococcus aureus,1,2018
Escherichia coli | Methicillin resistant Staphylococcus aureus | Staphylococcus aureus,1,2018
Candida albicans | Corynebacterium striatum | Enterococcus faecium | Escherichia coli,1,2018
"Candida albicans | Candida species | Enterococcus faecium | Staphylococcus capitis | Staphylococcus, coagulase negative",1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida glabrata | Candida species | Klebsiella pneumoniae,1,2018
Bacillus cereus group | Candida albicans | Candida parapsilosis complex | Escherichia coli | Klebsiella pneumoniae | Mycobacterium avium complex,1,2018
Aspergillus species | Candida species,1,2018
Candida albicans | Candida tropicalis | Citrobacter species | Enterobacter cloacae complex | Escherichia coli | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus epidermidis,1,2018
Enterobacter cloacae complex | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus,1,2018
Clostridioides difficile | Escherichia coli | Proteus mirabilis | Pseudomonas aeruginosa | Streptococcus anginosus,1,2018
"Candida species | Methicillin resistant Staphylococcus aureus | Staphylococcus, coagulase negative",1,2018
Candida glabrata | Enterobacter cloacae complex | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus,1,2018
Anaerobic Gram-positive bacilli | Bacteroides fragilis | Enterobacter cloacae complex | Enterococcus faecalis | Klebsiella pneumoniae | Shewanella algae,1,2018
Candida albicans | Corynebacterium striatum | Staphylococcus aureus,1,2018
Diphtheroids | Escherichia coli | Proteus mirabilis | Staphylococcus aureus,1,2018
Achromobacter species | Acinetobacter species | Candida albicans | Candida glabrata | Candida parapsilosis complex | Candida species | Diphtheroids | Enterobacter species | Enterococcus species | Escherichia coli | Klebsiella pneumoniae | Klebsiella species | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus aureus | Stenotrophomonas maltophilia,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Klebsiella species,1,2018
Klebsiella pneumoniae | Klebsiella species | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida glabrata | Pseudomonas aeruginosa,1,2018
Acinetobacter species | Candida albicans | Escherichia coli | Methicillin resistant Staphylococcus aureus | Trichosporon species,1,2018
Escherichia coli | Gram-negative bacilli | Proteus mirabilis | Pseudomonas aeruginosa | Shewanella species,1,2018
Streptococcus dysgalactiae,1,2018
"Alpha-haemolytic streptococcus | Arcobacter species | Candida parapsilosis | Candida species | Citrobacter species | Enterobacter species | Enterococcus species | Escherichia coli | Neisseria species | Staphylococcus, coagulase negative",1,2018
Enterococcus gallinarum,1,2018
Candida tropicalis | Escherichia coli | Klebsiella pneumoniae | Klebsiella species,1,2018
Alpha-haemolytic streptococcus | Clostridioides difficile | Enterococcus species | Escherichia coli | Klebsiella pneumoniae | Klebsiella species | Morganella morganii | Neisseria species | Proteus species | Rothia mucilaginosa | Streptococcus bovis group | Streptococcus salivarius,1,2018
Candida glabrata | Enterococcus faecium | Methicillin resistant Staphylococcus aureus,1,2018
Citrobacter species | Enterococcus faecalis,1,2018
Candida albicans | Candida tropicalis | Enterococcus faecium | Stenotrophomonas maltophilia,1,2018
Acinetobacter baumannii group | Candida albicans | Enterococcus faecalis | Enterococcus faecium | Enterococcus species | Escherichia coli | Mycobacterium species | Mycobacterium tuberculosis | Non-fermentative Gram-negative bacilli | Proteus mirabilis | Pseudomonas aeruginosa | Pseudomonas species | Stenotrophomonas maltophilia,1,2018
Candida albicans | Enterobacter cloacae complex | Enterococcus faecium | Methicillin resistant Staphylococcus aureus,1,2018
Acinetobacter baumannii group | Aspergillus fumigatus | Candida albicans | Enterococcus species | Pseudomonas aeruginosa,1,2018
Candida albicans | Enterobacter species | Pseudomonas aeruginosa,1,2018
Corynebacterium striatum | Enterobacter cloacae complex | Escherichia coli | Klebsiella pneumoniae,1,2018
Bacteroides species | Escherichia coli | Streptococcus anginosus,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Corynebacterium striatum | Escherichia coli | Methicillin resistant Staphylococcus aureus,1,2018
Klebsiella pneumoniae | Paracoccus sanguinis,1,2018
Candida albicans | Corynebacterium striatum | Staphylococcus aureus | Streptococcus dysgalactiae,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Klebsiella aerogenes,1,2018
Candida albicans | Enterococcus faecium | Pseudomonas aeruginosa,1,2018
Bacteroides vulgatus | Candida glabrata | Candida species | Candida tropicalis | Enterobacter cloacae complex | Enterococcus raffinosus | Escherichia coli | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2018
"Candida species | Enterococcus species | Klebsiella species | Staphylococcus, coagulase negative",1,2018
"Anaerobic Gram-negative bacilli | Candida albicans | Enterococcus species | Klebsiella species | Staphylococcus, coagulase negative",1,2018
Escherichia coli | Non-fermentative Gram-negative bacilli,1,2018
Escherichia coli | Propionibacterium avidum,1,2018
Coliform bacteria | Mycobacterium species | Mycobacterium tuberculosis,1,2018
Corynebacterium striatum | Mycobacterium tuberculosis,1,2018
Aeromonas species | Clostridium perfringens | Coliform bacteria | Enterococcus faecium | Enterococcus gallinarum | Escherichia coli | Leuconostoc species | Non-haemolytic streptococcus | Streptococcus species,1,2018
Candida tropicalis | Enterococcus avium | Enterococcus faecalis | Enterococcus raffinosus | Escherichia coli | Klebsiella pneumoniae | Pseudomonas aeruginosa | Yeast,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Corynebacterium striatum | Klebsiella pneumoniae | Klebsiella species | Staphylococcus aureus | Staphylococcus caprae,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Enterococcus faecium | Escherichia coli | Prevotella intermedia | Staphylococcus aureus | Streptococcus agalactiae,1,2018
